"name","url","park","park_url","opened","type","height","length","inversions","speed","duration","longitude","latitude","country"
"Greezed Lightnin'","http://www.rcdb.com/./55.htm","Six Flags AstroWorld","http://www.rcdb.com/./4537.htm","1978","Sit Down","137","849","1","60","33","29.675574","-95.407033","USA"
"Greezed Lightnin'","http://www.rcdb.com/./2216.htm","Kentucky Kingdom","http://www.rcdb.com/./4563.htm","2003","Sit Down","137","863","1","57","38","38.195000","-85.747583","USA"
"Gwazi","http://www.rcdb.com/./9848.htm","Lion Park Resort","http://www.rcdb.com/./9847.htm","2011","Sit Down","80","1942","1","47.8","120","-24.786774","25.816112","Botswana"
"Himalayabahn","http://www.rcdb.com/./996.htm","Schwaben Park","http://www.rcdb.com/./4877.htm","1989","Sit Down","44","1509","0","0","0","48.902414","9.656307","Germany"
"Jet 400","http://www.rcdb.com/./2603.htm","Jolly Roger at the Pier","http://www.rcdb.com/./4753.htm","1975 - 1976","Sit Down","0","0","0","0","0","38.327846","-75.085834","USA"
"Jetline","http://www.rcdb.com/./1062.htm","Gröna Lund","http://www.rcdb.com/./4910.htm","1988","Sit Down","105","2624","0","55.9","90","59.323042","18.096178","Sweden"
"Jet Scream","http://www.rcdb.com/./49.htm","Six Flags St. Louis","http://www.rcdb.com/./4536.htm","1981","Sit Down","80","1942","1","47.8","0","38.514923","-90.675348","USA"
"Jet Star","http://www.rcdb.com/./159.htm","Morey's Piers","http://www.rcdb.com/./4560.htm","1993","Sit Down","44","1765","0","31.1","0","38.989470","-74.802754","USA"
"Jet Star","http://www.rcdb.com/./344.htm","Casino Pier","http://www.rcdb.com/./4624.htm","1972","Sit Down","44","1765","0","31.1","0","39.942319","-74.069481","USA"
"Jet Star","http://www.rcdb.com/./651.htm","Knoebels Amusement Park & Resort","http://www.rcdb.com/./4557.htm","1977","Sit Down","44","1765","0","31.1","0","40.877950","-76.507290","USA"
"Jet Star","http://www.rcdb.com/./715.htm","Santa Cruz Beach Boardwalk","http://www.rcdb.com/./4573.htm","1972","Sit Down","44","1765","0","31.1","0","36.964434","-122.017078","USA"
"Jet Star","http://www.rcdb.com/./928.htm","Drievliet Family Park","http://www.rcdb.com/./4840.htm","-","Sit Down","0","0","0","0","0","52.055248","4.349331","Netherlands"
"Jet Star","http://www.rcdb.com/./990.htm","Spreepark","http://www.rcdb.com/./4875.htm","1970","Sit Down","44","1765","0","31.1","0","52.486112","13.488089","Germany"
"Jet Star","http://www.rcdb.com/./1078.htm","Särkänniemi Amusement Park","http://www.rcdb.com/./4919.htm","1980","Sit Down","44","1765","0","31.1","0","61.505358","23.743526","Finland"
"Jet Star","http://www.rcdb.com/./2322.htm","Parque de Atracciones de Madrid","http://www.rcdb.com/./4928.htm","1970","Sit Down","44","1765","0","31.1","60","40.411062","-3.751702","Spain"
"Jet Star","http://www.rcdb.com/./2844.htm","Lunapark","http://www.rcdb.com/./5638.htm","2004 or earlier","Sit Down","44","1765","0","31.1","0","51.769780","19.411460","Poland"
"Jet Star","http://www.rcdb.com/./2892.htm","Great Adventure Amusement Park","http://www.rcdb.com/./5367.htm","1971","Sit Down","44","1765","0","31.1","0","40.770914","-73.837963",""
"Jet Star","http://www.rcdb.com/./2936.htm","Palisades Amusement Park","http://www.rcdb.com/./5335.htm","1969","Sit Down","44","1765","0","31.1","0","40.828538","-73.978545","USA"
"Jet Star","http://www.rcdb.com/./2992.htm","Serengeti Park","http://www.rcdb.com/./4890.htm","-","Sit Down","44","1765","0","31.1","0","52.749834","9.621395","Germany"
"Jet Star","http://www.rcdb.com/./3059.htm","Atlas Park","http://www.rcdb.com/./5696.htm","1984","Sit Down","0","0","0","0","0","0","0","UK"
"Jet Star","http://www.rcdb.com/./8646.htm","Aventura Park","http://www.rcdb.com/./9085.htm","-","Sit Down","44","1765","0","31.1","0","-11.987942","-77.063759","third"
"Jet Star","http://www.rcdb.com/./9093.htm","Aventura Park","http://www.rcdb.com/./9092.htm","2009 or earlier","Sit Down","44","1765","0","31.1","0","-12.055953","-77.100365",""
"Jet Star","http://www.rcdb.com/./10080.htm","Luna Park La Palmyre","http://www.rcdb.com/./10079.htm","2000","Sit Down","44","1765","0","31.1","0","45.726045","-1.173091","France"
